ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-014717,SaaS / Tech,technical,high,positive,Search index not updating after record creation,"Dear support team,

New records don't appear in search for up to 43 hours. Users creating duplicates.",2025-06-24,email,12
TKT-014721,SaaS / Tech,technical,high,positive,Dashboard loading 89+ seconds,"Main analytics dashboard takes 72+ seconds since 2026-02-09. Team of 30 blocked.

I expect a quick resolution.",2025-10-16,mobile,12
TKT-014729,SaaS / Tech,billing,high,negative,Charged $187 for feature never activated,"I can't believe that invoice includes $187 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth. I need this resolved immediately.

I expect a quick resolution.",2025-03-09,web,48
TKT-014730,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"Added DNS TXT on 2026-02-08. Still 'Pending Verification' after 95 hours. DNS propagated.

Regards,",2025-05-07,web,48
TKT-014735,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"I can't believe that import fails at validation for CSVs over 405 rows. Using official template exactly.

I expect a quick resolution.",2025-12-03,mobile,8
TKT-014737,SaaS / Tech,account,low,neutral,Audit logs missing critical actions,"Hi,

Compliance team found file deletions missing from audit log.",2025-03-07,mobile,120
TKT-014739,SaaS / Tech,account,high,neutral,Custom domain stuck Unverified after 72 hours,"Added DNS TXT on 2026-02-09. Still 'Pending Verification' after 115 hours. DNS propagated.

Thank you,",2025-12-31,mobile,8
TKT-014742,SaaS / Tech,technical,low,negative,REST API intermittent 500 errors,"Hey,

BlueSky Solutions integration receiving HTTP 500 since 2026-02-08. Happens every 5 min. Request IDs: REF-55552, REF-41375. 

Thanks,",2025-11-28,email,24
TKT-014744,SaaS / Tech,billing,high,negative,Still billed for 73 seats after downgrading to 36,"Hi there,

I can't believe that we are NovaFlow. Downgraded from 73 to 36 seats on 2026-01-18. Latest invoice still shows 73 seats at $356/seat.

Regards,",2025-06-27,web,8
TKT-014745,SaaS / Tech,account,medium,positive,Admin cannot assign custom roles,"Workspace admin at NovaFlow cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-07.

Please help ASAP.",2025-09-19,web,24
TKT-014746,SaaS / Tech,account,medium,negative,Admin cannot assign custom roles,"Workspace admin at BlueSky Solutions cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-05.

Please help ASAP.",2025-08-25,chat,48
TKT-014748,SaaS / Tech,account,medium,positive,Custom domain stuck Unverified after 72 hours,"Added DNS TXT on 2026-02-09. Still 'Pending Verification' after 113 hours. DNS propagated.

I expect a quick resolution.",2025-04-11,mobile,8
TKT-014749,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Dear support team,

Vertex Analytics account has 30% partner discount agreed with Rachel Hassan on 2026-01-08. Renewal invoice REF-42922 doesn't include it.",2025-06-19,mobile,48
TKT-014754,SaaS / Tech,technical,medium,negative,Webhooks stopped delivering events,"Dear support team,

I can't believe that webhook endpoint for payment.completed stopped on 2026-02-08. No outbound attempts in logs.

Regards,",2026-02-05,web,24
TKT-014759,SaaS / Tech,technical,low,negative,Rate limiting triggering below threshold,"Good afternoon,

This is unacceptable — hitting 429 at 296 req/min — well below documented 1000 req/min limit. 

I expect a quick resolution.",2025-10-24,email,96
TKT-014760,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Good afternoon,

I can't believe that 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 8 weeks.

Please help ASAP.",2025-09-03,email,4
TKT-014761,SaaS / Tech,technical,medium,negative,OAuth token refresh returning 401,"Hi there,

I can't believe that refresh requests return 401 even with valid tokens. Sessions expire every 32 minutes.",2025-07-19,mobile,48
TKT-014763,SaaS / Tech,technical,high,neutral,SAML SSO broken after v3.4 update,"Hi there,

SSO with Azure AD broken since 2026-02-07. Users hit error after authenticating.

Thanks,",2025-06-14,email,48
TKT-014766,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Hi there,

Web changes take 5 hours to appear on mobile. Field team working with stale data.

Thank you,",2025-12-03,email,12
TKT-014771,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"To whom it may concern,

Rotated API key on 2026-02-10. Old key still works, new key returns 401. Rotation didn't complete.

Looking forward to your response.",2025-03-15,web,72
TKT-014775,SaaS / Tech,account,low,neutral,SSO users have no password fallback,"Hello,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.",2025-03-25,email,120
TKT-014787,SaaS / Tech,billing,medium,positive,Workspace suspended despite payment,"Hello,

Payment failed on 2026-02-10. Updated and paid within 4 hours. Workspace still suspended 2 days later.

Regards,",2025-05-29,email,72
TKT-014791,SaaS / Tech,account,medium,negative,Custom domain stuck Unverified after 72 hours,"Hello,

I can't believe that added DNS TXT on 2026-02-10. Still 'Pending Verification' after 72 hours. DNS propagated. Please fix this as soon as possible.",2026-01-06,web,72
TKT-014792,SaaS / Tech,billing,high,positive,Credit card on file expired but no notification,"Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

I expect a quick resolution.",2025-03-26,mobile,24
TKT-014793,SaaS / Tech,account,medium,neutral,SSO users have no password fallback,"When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Please help ASAP.",2025-07-11,chat,48
TKT-014795,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"Hey,

Requested workspace ownership transfer to Michael Miller on 2026-02-04. Still shows 'Pending Approval'.",2025-08-19,web,24
TKT-014800,SaaS / Tech,technical,high,negative,SAML SSO broken after v4.1 update,"SSO with Okta broken since 2026-02-10. Users hit error after authenticating.

Regards,",2025-10-09,chat,2
TKT-014802,SaaS / Tech,account,medium,neutral,SSO users have no password fallback,"Good afternoon,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.",2025-04-02,web,12
TKT-014806,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"To whom it may concern,

This is unacceptable — web changes take 4 hours to appear on mobile. Field team working with stale data. This has been going on for too long.",2025-10-19,mobile,48
TKT-014808,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hey,

Hitting 429 at 366 req/min — well below documented 2000 req/min limit. I need this resolved immediately.",2025-10-24,mobile,12
TKT-014811,SaaS / Tech,billing,high,negative,Still billed for 11 seats after downgrading to 5,"Hi,

We are Catalyst Group. Downgraded from 11 to 5 seats on 2026-02-08. Latest invoice still shows 11 seats at $436/seat. I need this resolved immediately.

Thank you,",2025-02-11,mobile,24
TKT-014812,SaaS / Tech,technical,medium,neutral,CSV export producing corrupted output,"Hi there,

Every export generates corrupted CSV. Columns misaligned, garbled characters (Ã©). Started 2026-02-02.

Looking forward to your response.",2026-02-07,chat,72
TKT-014813,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"Hi,

Added DNS TXT on 2026-02-11. Still 'Pending Verification' after 116 hours. DNS propagated.

Regards,",2025-02-18,mobile,72
TKT-014819,SaaS / Tech,billing,high,positive,Charged $780 for feature never activated,"Invoice includes $780 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.

Looking forward to your response.",2026-01-17,web,8
TKT-014822,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,I'm having a serious issue — apex Ventures account has 30% partner discount agreed with Mark Anderson on 2026-01-16. Renewal invoice REF-41764 doesn't include it. This is very urgent.,2025-10-17,mobile,24
TKT-014824,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"Requested workspace ownership transfer to Megan Adams on 2026-01-27. Still shows 'Pending Approval'.

Looking forward to your response.",2025-12-23,email,8
TKT-014834,SaaS / Tech,billing,medium,positive,Tax exemption not applied,"Hey,

Submitted tax exemption cert for Zenith Digital 4 weeks ago. Still charged 7% sales tax.

Best,",2025-12-06,chat,8
TKT-014839,SaaS / Tech,billing,medium,negative,Tax exemption not applied,"To whom it may concern,

Submitted tax exemption cert for CoreLogic Inc 11 weeks ago. Still charged 7% sales tax. This has been going on for too long.

I expect a quick resolution.",2026-01-23,web,24
TKT-014841,SaaS / Tech,account,medium,positive,SCIM provisioning failing with 400,"New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

I expect a quick resolution.",2025-07-10,web,24
TKT-014846,SaaS / Tech,billing,low,positive,Audit logs missing critical actions,"Hello,

Compliance team found file deletions missing from audit log.

Looking forward to your response.",2025-07-11,mobile,168
TKT-014847,SaaS / Tech,account,medium,positive,Invited user gets Access Denied after accepting,"To whom it may concern,

Invited Michael Brown to Acme Corp workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.",2025-05-08,mobile,96
TKT-014848,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Hi there,

I'm having a serious issue — invoice shows $64 proration charge but we haven't changed plans or seats in 3 months.",2025-12-23,web,4
TKT-014851,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Hey,

Web changes take 3 hours to appear on mobile. Field team working with stale data.",2025-07-07,email,8
TKT-014852,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Hi,

Acme Corp account has 30% partner discount agreed with Lisa Miller on 2026-01-19. Renewal invoice REF-35491 doesn't include it.",2025-06-24,chat,8
TKT-014856,SaaS / Tech,account,high,neutral,Workspace transfer request stuck pending,"Good afternoon,

Requested workspace ownership transfer to Rachel Hall on 2026-02-09. Still shows 'Pending Approval'.",2025-08-24,web,4
TKT-014858,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,"Hello,

This is unacceptable — refresh requests return 401 even with valid tokens. Sessions expire every 33 minutes.

Thanks,",2025-09-06,email,8
TKT-014860,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,Requested workspace ownership transfer to Aisha Thomas on 2026-02-09. Still shows 'Pending Approval'.,2025-06-06,web,24
TKT-014861,SaaS / Tech,technical,medium,neutral,CSV export producing corrupted output,"Good afternoon,

Every export generates corrupted CSV. Columns misaligned, garbled characters (Ã©). Started 2026-02-10.",2025-09-16,mobile,48
TKT-014862,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-10, 28 users locked out. Setup flow errors after QR scan.",2025-09-05,chat,72
TKT-014867,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Good afternoon,

Webhook endpoint for payment.completed stopped on 2026-02-09. No outbound attempts in logs. ",2025-05-12,web,8
TKT-014871,SaaS / Tech,account,low,neutral,Admin cannot assign custom roles,Workspace admin at Catalyst Group cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-05.,2025-07-03,email,72
TKT-014881,SaaS / Tech,account,low,negative,GDPR export request not fulfilled,"Hi there,

Submitted GDPR export for Olivia Thompson on 2026-02-10. No file, no update. Legal deadline approaching. This is very urgent.

Best,",2025-12-04,web,48
TKT-014882,SaaS / Tech,account,medium,neutral,Webhooks stopped delivering events,"Webhook endpoint for order.created stopped on 2026-02-11. No outbound attempts in logs.

Regards,",2025-02-12,mobile,24
TKT-014884,SaaS / Tech,account,medium,positive,SCIM provisioning failing with 400,New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.,2025-09-08,web,72
TKT-014889,SaaS / Tech,account,low,negative,2FA enforcement locking out users,"Hi there,

After enforcing 2FA on 2026-02-08, 27 users locked out. Setup flow errors after QR scan. I need this resolved immediately.

Regards,",2025-09-23,email,48
TKT-014895,SaaS / Tech,account,high,neutral,Audit logs missing critical actions,"Dear support team,

Compliance team found permission changes missing from audit log.

Please help ASAP.",2025-07-10,mobile,24
TKT-014897,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"Good afternoon,

Import fails at validation for CSVs over 644 rows. Using official template exactly. Please fix this as soon as possible.

Best,",2025-03-12,chat,12
TKT-014898,SaaS / Tech,billing,high,positive,Tax exemption not applied,"Hey,

Submitted tax exemption cert for Meridian Labs 8 weeks ago. Still charged 9% sales tax.",2025-04-14,email,2
TKT-014899,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"To whom it may concern,

Compliance team found permission changes missing from audit log.

Please help ASAP.",2025-11-18,web,8
TKT-014905,SaaS / Tech,technical,medium,negative,Search index not updating after record creation,"Hi,

New records don't appear in search for up to 22 hours. Users creating duplicates.",2025-04-19,email,12
TKT-014907,SaaS / Tech,account,medium,positive,REST API intermittent 500 errors,"Orbis Systems integration receiving HTTP 500 since 2026-02-11. Happens every 20 min. Request IDs: REF-43069, REF-76593.

I expect a quick resolution.",2025-02-12,email,24
TKT-014908,SaaS / Tech,technical,high,negative,Dashboard loading 47+ seconds,"Good morning,

I can't believe that main analytics dashboard takes 46+ seconds since 2026-02-07. Team of 30 blocked.",2026-02-06,mobile,8
TKT-014917,SaaS / Tech,technical,medium,negative,Dashboard loading 74+ seconds,"Good morning,

Main analytics dashboard takes 64+ seconds since 2026-02-10. Team of 28 blocked. Please fix this as soon as possible.

Looking forward to your response.",2025-11-29,web,24
TKT-014920,SaaS / Tech,billing,high,negative,Charged $777 for feature never activated,"Good morning,

Invoice includes $777 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.

Best,",2025-04-13,web,1
TKT-014921,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 7 weeks. I need this resolved immediately.

Looking forward to your response.",2026-01-15,email,4
TKT-014922,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"Hello,

This is unacceptable — payment failed on 2026-02-11. Updated and paid within 3 hours. Workspace still suspended 3 days later.

Thank you,",2025-04-16,web,8
TKT-014923,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,"Hi,

Hitting 429 at 199 req/min — well below documented 1000 req/min limit.

Please help ASAP.",2025-10-16,web,4
TKT-014929,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Hi there,

This is unacceptable — novaFlow integration receiving HTTP 500 since 2026-02-10. Happens every 18 min. Request IDs: REF-76940, REF-19825.

Please help ASAP.",2025-07-23,mobile,24
TKT-014930,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"To whom it may concern,

Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-03. This has been going on for too long.

I expect a quick resolution.",2026-02-05,web,4
TKT-014932,SaaS / Tech,billing,medium,negative,Tax exemption not applied,"Hey,

Submitted tax exemption cert for CoreLogic Inc 7 weeks ago. Still charged 10% sales tax.

Thanks,",2025-09-27,web,24
TKT-014937,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,Hitting 429 at 130 req/min — well below documented 1000 req/min limit.,2026-02-02,mobile,4
TKT-014939,SaaS / Tech,technical,high,neutral,SAML SSO broken after v3.4 update,"To whom it may concern,

SSO with Google Workspace broken since 2026-02-10. Users hit error after authenticating.",2025-05-31,web,12
TKT-014940,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Hello,

This is unacceptable — prismData integration receiving HTTP 500 since 2026-02-09. Happens every 16 min. Request IDs: REF-86377, REF-61680.",2025-11-22,mobile,48
TKT-014942,SaaS / Tech,account,high,neutral,API key rotation failed silently,"Hey,

Rotated API key on 2026-02-09. Old key still works, new key returns 401. Rotation didn't complete.",2025-07-18,email,48
TKT-014950,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"I'm really frustrated because nexaTech integration receiving HTTP 500 since 2026-02-09. Happens every 11 min. Request IDs: REF-89410, REF-96919. I need this resolved immediately.",2025-06-10,web,8
TKT-014954,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"To whom it may concern,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.",2025-05-16,email,24
TKT-014959,SaaS / Tech,technical,low,negative,Webhooks stopped delivering events,"Hey,

Webhook endpoint for order.created stopped on 2026-02-10. No outbound attempts in logs. This is very urgent.

Looking forward to your response.",2025-11-25,web,48
TKT-014962,SaaS / Tech,technical,high,neutral,Search index not updating after record creation,"Hi,

New records don't appear in search for up to 48 hours. Users creating duplicates.

I expect a quick resolution.",2025-07-05,chat,4
TKT-014970,SaaS / Tech,account,medium,positive,Invited user gets Access Denied after accepting,"Hello,

Invited Ali Ali to Meridian Labs workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

I expect a quick resolution.",2025-08-20,email,96
TKT-014971,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 8 weeks. This is very urgent.

Thanks,",2025-12-25,chat,4
TKT-014974,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Good morning,

I can't believe that switched to annual plan on 2026-01-22 for 20% discount. Still charged every 30 days. Account: ACC3336246.",2025-05-11,chat,12
TKT-014976,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 2 weeks. ,2025-12-08,chat,1
TKT-014977,SaaS / Tech,technical,high,neutral,REST API intermittent 500 errors,"Synapse IO integration receiving HTTP 500 since 2026-02-08. Happens every 5 min. Request IDs: REF-51484, REF-60764.

Thank you,",2025-03-12,mobile,48
TKT-014981,SaaS / Tech,technical,low,negative,Webhooks stopped delivering events,"Webhook endpoint for user.updated stopped on 2026-02-11. No outbound attempts in logs. This is very urgent.

Looking forward to your response.",2025-03-27,web,48
TKT-014989,SaaS / Tech,technical,high,positive,Dashboard loading 45+ seconds,"Hello,

Main analytics dashboard takes 58+ seconds since 2026-02-09. Team of 26 blocked.",2025-11-24,web,4
TKT-014991,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Hi there,

Invoice shows $63 proration charge but we haven't changed plans or seats in 5 months. ",2025-10-18,web,24
TKT-014997,SaaS / Tech,technical,medium,negative,REST API intermittent 500 errors,"Dear support team,

Orbis Systems integration receiving HTTP 500 since 2026-02-08. Happens every 11 min. Request IDs: REF-49562, REF-11142.

Regards,",2025-03-06,mobile,24
TKT-015000,SaaS / Tech,technical,low,positive,CSV export producing corrupted output,"Hello,

Every export generates corrupted CSV. Columns misaligned, garbled characters (Ã©). Started 2026-02-06.

Please help ASAP.",2025-12-21,web,168
TKT-015002,SaaS / Tech,billing,medium,negative,Free trial converted to paid without consent,"Good morning,

Signed up for 14-day trial on 2026-02-10. $687 charge appeared on day 4. Never upgraded.",2025-03-27,email,12
TKT-015006,SaaS / Tech,account,low,positive,Invited user gets Access Denied after accepting,"Invited Jennifer Johnson to Zenith Digital workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Please help ASAP.",2025-12-05,email,96
TKT-015007,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,"Hi there,

Hitting 429 at 190 req/min — well below documented 1000 req/min limit.",2025-04-20,web,1
TKT-015009,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Good morning,

NovaFlow account has 30% partner discount agreed with Stephanie Perez on 2026-02-03. Renewal invoice REF-70762 doesn't include it.

Please help ASAP.",2026-01-15,web,12
TKT-015010,SaaS / Tech,billing,high,negative,Charged $468 for feature never activated,"Hi there,

I can't believe that invoice includes $468 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth. 

Best,",2025-04-23,mobile,2
TKT-015013,SaaS / Tech,account,medium,positive,2FA enforcement locking out users,"Hello,

After enforcing 2FA on 2026-02-09, 36 users locked out. Setup flow errors after QR scan.

Looking forward to your response.",2025-05-01,mobile,12
TKT-015014,SaaS / Tech,account,medium,positive,2FA enforcement locking out users,"Dear support team,

After enforcing 2FA on 2026-02-11, 47 users locked out. Setup flow errors after QR scan.",2025-11-27,email,48
TKT-015016,SaaS / Tech,account,medium,negative,SCIM provisioning failing with 400,"Hi,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request. This is very urgent.

Please help ASAP.",2025-08-06,web,48
TKT-015017,SaaS / Tech,account,medium,positive,SCIM provisioning failing with 400,"To whom it may concern,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2025-09-25,web,48
TKT-015023,SaaS / Tech,account,low,positive,Audit logs missing critical actions,"Compliance team found login events missing from audit log.

I expect a quick resolution.",2025-07-21,mobile,168
TKT-015024,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Hi there,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.",2025-10-30,chat,24
TKT-015027,SaaS / Tech,technical,high,negative,Dashboard loading 31+ seconds,"Hi,

This is unacceptable — main analytics dashboard takes 40+ seconds since 2026-02-06. Team of 22 blocked. This is very urgent.",2025-06-25,email,2
TKT-015029,SaaS / Tech,technical,medium,neutral,REST API intermittent 500 errors,"Dear support team,

Meridian Labs integration receiving HTTP 500 since 2026-02-10. Happens every 19 min. Request IDs: REF-89784, REF-95446.

Thanks,",2025-07-10,mobile,24
TKT-015031,SaaS / Tech,technical,high,negative,SAML SSO broken after v3.4 update,"Dear support team,

SSO with Google Workspace broken since 2026-02-11. Users hit error after authenticating.

Thanks,",2025-11-22,mobile,24
TKT-015032,SaaS / Tech,billing,low,negative,Credit card on file expired but no notification,"Dear support team,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. ",2025-06-21,email,168
TKT-015040,SaaS / Tech,technical,medium,negative,OAuth token refresh returning 401,"Hi,

This is unacceptable — refresh requests return 401 even with valid tokens. Sessions expire every 32 minutes.",2025-07-23,chat,48
TKT-015042,SaaS / Tech,billing,high,negative,Still billed for 62 seats after downgrading to 31,"Good afternoon,

I'm having a serious issue — we are Vanguard Tech. Downgraded from 62 to 31 seats on 2026-02-02. Latest invoice still shows 62 seats at $335/seat. 

I expect a quick resolution.",2025-07-09,web,8
TKT-015048,SaaS / Tech,billing,high,neutral,Tax exemption not applied,"Good afternoon,

Submitted tax exemption cert for Vanguard Tech 11 weeks ago. Still charged 10% sales tax.",2025-11-09,mobile,8
TKT-015051,SaaS / Tech,account,high,negative,Custom domain stuck Unverified after 72 hours,"I'm really frustrated because added DNS TXT on 2026-02-10. Still 'Pending Verification' after 82 hours. DNS propagated. I am very frustrated.

Thanks,",2026-02-09,web,1
TKT-015054,SaaS / Tech,technical,high,negative,Dashboard loading 73+ seconds,"Good afternoon,

I'm having a serious issue — main analytics dashboard takes 57+ seconds since 2026-02-11. Team of 13 blocked.

Looking forward to your response.",2025-07-20,mobile,1
TKT-015055,SaaS / Tech,technical,low,negative,Bulk CSV import failing above 500 rows,"Import fails at validation for CSVs over 637 rows. Using official template exactly.

I expect a quick resolution.",2025-08-15,web,120
TKT-015057,SaaS / Tech,billing,medium,negative,Proration charge on invoice makes no sense,"Good morning,

I'm having a serious issue — invoice shows $22 proration charge but we haven't changed plans or seats in 5 months. 

Thank you,",2025-09-04,web,12
TKT-015058,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"To whom it may concern,

Requested workspace ownership transfer to Megan White on 2026-02-04. Still shows 'Pending Approval'.

Looking forward to your response.",2026-01-24,web,96
TKT-015060,SaaS / Tech,account,low,negative,Custom domain stuck Unverified after 72 hours,"I can't believe that added DNS TXT on 2026-02-08. Still 'Pending Verification' after 95 hours. DNS propagated.

Looking forward to your response.",2025-07-25,web,48
TKT-015061,SaaS / Tech,billing,high,positive,Tax exemption not applied,"Hi,

Submitted tax exemption cert for Vanguard Tech 12 weeks ago. Still charged 7% sales tax.

Thank you,",2025-09-14,web,48
TKT-015063,SaaS / Tech,account,medium,negative,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-08, 36 users locked out. Setup flow errors after QR scan. This is very urgent.

Thank you,",2025-02-15,web,24
TKT-015065,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,Refresh requests return 401 even with valid tokens. Sessions expire every 46 minutes. Please fix this as soon as possible.,2026-01-29,web,48
TKT-015066,SaaS / Tech,billing,medium,neutral,Proration charge on invoice makes no sense,"Dear support team,

Invoice shows $62 proration charge but we haven't changed plans or seats in 4 months.

Best,",2025-07-02,email,12
TKT-015069,SaaS / Tech,account,low,negative,Invited user gets Access Denied after accepting,I can't believe that invited Ali Harris to NovaFlow workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.,2025-07-26,web,24
TKT-015071,SaaS / Tech,technical,low,negative,Search index not updating after record creation,"New records don't appear in search for up to 16 hours. Users creating duplicates.

Thanks,",2025-06-17,mobile,168
TKT-015072,SaaS / Tech,technical,high,neutral,Dashboard loading 63+ seconds,"Main analytics dashboard takes 88+ seconds since 2026-02-09. Team of 15 blocked.

Please help ASAP.",2025-12-28,chat,12
TKT-015075,SaaS / Tech,billing,high,negative,Tax exemption not applied,"Hey,

This is unacceptable — submitted tax exemption cert for NovaFlow 10 weeks ago. Still charged 10% sales tax. This has been going on for too long.

Regards,",2025-04-26,web,48
TKT-015077,SaaS / Tech,billing,high,neutral,Free trial converted to paid without consent,"Dear support team,

Signed up for 14-day trial on 2026-01-29. $297 charge appeared on day 5. Never upgraded.

Looking forward to your response.",2025-09-24,web,12
TKT-015079,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Good afternoon,

Compliance team found login events missing from audit log.

Thanks,",2025-06-10,mobile,48
TKT-015082,SaaS / Tech,billing,high,positive,Tax exemption not applied,"Hey,

Submitted tax exemption cert for PrismData 6 weeks ago. Still charged 7% sales tax.

Best,",2026-02-09,email,4
TKT-015083,SaaS / Tech,account,low,positive,Invited user gets Access Denied after accepting,"Invited Hannah Kumar to NexaTech workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

I expect a quick resolution.",2025-02-18,web,120
TKT-015084,SaaS / Tech,billing,medium,positive,Tax exemption not applied,"To whom it may concern,

Submitted tax exemption cert for PrismData 6 weeks ago. Still charged 7% sales tax.

Best,",2025-11-12,mobile,96
TKT-015085,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"Every export generates corrupted CSV. Columns misaligned, garbled characters (Ã©). Started 2026-02-08. This has been going on for too long.

Thank you,",2025-09-26,mobile,2
TKT-015087,SaaS / Tech,technical,high,neutral,SAML SSO broken after v3.4 update,"Hey,

SSO with Google Workspace broken since 2026-02-10. Users hit error after authenticating.

Thank you,",2025-06-19,web,48
TKT-015090,SaaS / Tech,billing,high,negative,Tax exemption not applied,"Hey,

Submitted tax exemption cert for PrismData 10 weeks ago. Still charged 9% sales tax.

Looking forward to your response.",2025-11-14,web,8
TKT-015093,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Hey,

I can't believe that webhook endpoint for payment.completed stopped on 2026-02-10. No outbound attempts in logs. This has been going on for too long.",2025-03-14,web,4
TKT-015094,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Hello,

I can't believe that clearPath Ltd account has 30% partner discount agreed with Ryan Thompson on 2026-02-01. Renewal invoice REF-31928 doesn't include it.",2025-07-18,web,8
TKT-015095,SaaS / Tech,account,medium,negative,Audit logs missing critical actions,"Compliance team found file deletions missing from audit log.

I expect a quick resolution.",2025-04-26,web,72
TKT-015099,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"Hey,

Import fails at validation for CSVs over 417 rows. Using official template exactly.

Looking forward to your response.",2025-11-18,email,4
TKT-015100,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Good afternoon,

I'm having a serious issue — switched to annual plan on 2026-02-09 for 20% discount. Still charged every 30 days. Account: ACC8259662. 

Please help ASAP.",2025-04-21,chat,48
TKT-015103,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Good morning,

I'm having a serious issue — webhook endpoint for order.created stopped on 2026-02-09. No outbound attempts in logs.

I expect a quick resolution.",2025-12-03,mobile,8
TKT-015105,SaaS / Tech,technical,medium,negative,Search index not updating after record creation,"Hi there,

This is unacceptable — new records don't appear in search for up to 45 hours. Users creating duplicates. I need this resolved immediately.

Please help ASAP.",2025-09-25,chat,96
TKT-015107,SaaS / Tech,billing,medium,negative,Annual plan invoiced monthly,"Hi there,

Switched to annual plan on 2026-02-11 for 20% discount. Still charged every 30 days. Account: ACC1867337. Please fix this as soon as possible.

Regards,",2025-07-10,email,96
